NM_PARLA,COD_PARLA,STATE,PARTY,correctYea,wrongYea,wrongNay,correctNay,GMP,CC,coord1D,coord2D,se1D,se2D,corr.1
LUIS CARLOS HEINZE,500,Rio Grande do Sul,PP,337,41,34,296,0.772524655,0.894067797,0.814520657,0.233485729,0,0,0
LUIS TIBÉ,251,Minas Gerais,Avante,35,1,4,19,0.84352535,0.915254237,0.820253551,-0.221816778,0,0,0
LUIS TIBÉ,251,Minas Gerais,PTdoB,186,24,13,118,0.773456872,0.891495601,0.199809656,-0.764431655,0,0,0
LUIZ CARLOS BUSATO,488,Rio Grande do Sul,PTB,183,20,14,111,0.765619934,0.896341463,0.145177796,-0.610208273,0,0,0
LUIZ CARLOS HAULY,454,Paraná,PSDB,311,43,31,302,0.746390283,0.892285298,0.652551353,0.626576841,0,0,0
LUIZ CARLOS RAMOS,318,Rio de Janeiro,PMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LUIZ CARLOS RAMOS,318,Rio de Janeiro,PODE,12,3,5,17,0.600560129,0.783783784,-0.357610732,-0.933870792,0,0,0
LUIZ CARLOS RAMOS,318,Rio de Janeiro,PR,34,6,7,41,0.684881568,0.852272727,-0.429510742,-0.903061748,0,0,0
LUIZ CARLOS RAMOS,318,Rio de Janeiro,PSDC,123,28,16,83,0.649099231,0.824,0.189382896,-0.375467867,0,0,0
LUIZ CARLOS RAMOS,318,Rio de Janeiro,PTN,98,24,27,81,0.607737541,0.77826087,0.004303956,-0.555700898,0,0,0
LUIZ CARLOS RAMOS,318,Rio de Janeiro,Podemos,27,14,21,54,0.559853852,0.698275862,-0.699590087,-0.714544535,0,0,0
LUIZ CLÁUDIO,48,Rondonia,PR,357,40,19,284,0.822135746,0.915714286,0.230775297,-0.757059395,0,0,0
LUIZ COUTO,133,Paraíba,PT,271,31,19,513,0.833062172,0.940047962,-0.695638835,0.248936266,0,0,0
LUIZ FERNANDO FARIA,256,Minas Gerais,PP,289,19,23,244,0.807318568,0.926956522,0.351816833,-0.572884679,0,0,0
LUIZ HENRIQUE,882,Santa Catarina,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LUIZ LAURO FILHO,365,São Paulo,PSB,285,55,58,248,0.665333867,0.825077399,0.27869156,0.228672102,0,0,0
LUIZ NISHIMORI,459,Paraná,PR,354,29,20,288,0.828673959,0.929088278,0.321846336,-0.572346032,0,0,0
LUIZ SÉRGIO,313,Rio de Janeiro,PT,231,14,16,421,0.847737908,0.95601173,-0.601704419,-0.000439064,0,0,0
LUIZA ERUNDINA,371,São Paulo,PSB,60,20,18,84,0.617954493,0.791208791,0.048939258,0.988674462,0,0,0
LUIZA ERUNDINA,371,São Paulo,PSOL,90,34,14,362,0.79484117,0.904,-0.593731642,0.804663122,0,0,0
LUIZIANNE LINS,98,Ceará,PT,159,8,15,241,0.825638175,0.945626478,-0.57224685,0.236445948,0,0,0
LUZIA FERREIRA,602,Minas Gerais,PPS,23,6,6,20,0.649960339,0.781818182,0.083944105,-0.067261793,0,0,0
LÁZARO BOTELHO,63,Tocantins,PP,392,24,17,307,0.831656039,0.944594595,0.288521439,-0.82082659,0,0,0
LÍDICE DA MATA,832,Bahia,PSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÚCIA VÂNIA,864,Goiás,PSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÚCIA VÂNIA,864,Goiás,PSDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÚCIA VÂNIA,864,Goiás,S.Part.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÚCIO VALE,29,Pará,PR,343,38,16,259,0.808472395,0.917682927,0.235651433,-0.707084477,0,0,0
MACEDO,104,Ceará,PMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MACEDO,104,Ceará,PP,162,3,2,134,0.89375788,0.983388704,0.592559636,-0.795747042,0,0,0
MACEDO,104,Ceará,PSL,101,12,8,72,0.747542262,0.896373057,-0.138444439,-0.598838806,0,0,0
MAGDA MOFATTO,431,Goiás,PR,272,32,14,203,0.792851388,0.911708253,0.281304091,-0.773230135,0,0,0
MAGNO MALTA,862,Espírito Santo,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAIA FILHO,549,Piauí,PP,164,4,2,115,0.920789897,0.978947368,0.661948085,-0.749549747,0,0,0
MAINHA,549,Piauí,PP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAINHA,549,Piauí,Solidaried,52,9,6,32,0.702303886,0.848484848,-0.049640387,-0.675237119,0,0,0
MAJOR OLIMPIO,368,São Paulo,PDT,89,39,26,78,0.551540017,0.719827586,0.230136544,0.238287881,0,0,0
MAJOR OLIMPIO,368,São Paulo,PMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAJOR OLIMPIO,368,São Paulo,PSL,39,4,4,36,0.748288751,0.903614458,0.39877072,0.25522086,0,0,0
MAJOR OLIMPIO,368,São Paulo,S.Part.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAJOR OLIMPIO,368,São Paulo,Solidaried,102,40,97,155,0.480288148,0.652284264,-0.159397572,0.134809554,0,0,0
MAJOR OLIMPIO GOMES,368,São Paulo,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MANDETTA,436,Mato Grosso do Sul,DEM,304,34,37,290,0.775988579,0.893233083,0.685189843,0.533764601,0,0,0
MANOEL JUNIOR,130,Paraíba,PMDB,166,7,11,95,0.825547338,0.935483871,0.340059817,-0.8826015,0,0,0
MARA GABRILLI,366,São Paulo,PSDB,216,19,16,201,0.809604526,0.922566372,0.712482393,0.678795397,0,0,0
MARCELO AGUIAR,522,São Paulo,DEM,282,41,31,233,0.773468554,0.877342419,0.636349261,-0.187211514,0,0,0
MARCELO ARO,236,Minas Gerais,PHS,274,33,26,189,0.756269991,0.88697318,0.364997834,-0.543183744,0,0,0
MARCELO BELINATI,461,Paraná,PP,161,43,75,142,0.589131236,0.719714964,0.237241,0.971450865,0,0,0
MARCELO CASTRO,110,Piauí,MDB,22,1,7,24,0.662605762,0.851851852,0.33416155,-0.087377928,0,0,0
MARCELO CASTRO,110,Piauí,PMDB,292,38,23,211,0.746866047,0.891843972,0.247439787,-0.518293381,0,0,0
MARCELO CRIVELLA,841,Rio de Janeiro,PRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARCELO DELAROLI,592,Rio de Janeiro,PR,119,16,9,109,0.825160682,0.901185771,0.369734168,-0.015124305,0,0,0
MARCELO MATOS,311,Rio de Janeiro,PDT,118,34,22,85,0.652843058,0.783783784,0.035714202,0.130168423,0,0,0
MARCELO MATOS,311,Rio de Janeiro,PHS,143,22,16,132,0.756907523,0.878594249,0.177441433,-0.051084194,0,0,0
MARCELO MATOS,311,Rio de Janeiro,PSD,48,2,2,41,0.851757824,0.956989247,0.469728023,0.234519303,0,0,0
MARCELO ORTIZ,612,São Paulo,Podemos,19,0,0,18,0.960651219,1,0.909480512,0.018533146,0,0,0
MARCELO SQUASSONI,369,São Paulo,PRB,302,40,27,220,0.785043061,0.886247878,0.268783092,-0.553550422,0,0,0
MARCELO ÁLVARO ANTÔNIO,235,Minas Gerais,PMB,11,2,0,7,0.788064718,0.9,0.047823712,-0.558057904,0,0,0
MARCELO ÁLVARO ANTÔNIO,235,Minas Gerais,PR,115,28,5,106,0.739513874,0.87007874,0.233751446,-0.221092731,0,0,0
MARCELO ÁLVARO ANTÔNIO,235,Minas Gerais,PRP,106,27,19,65,0.644185066,0.788018433,0.122148186,-0.113441981,0,0,0
MARCELO ÁLVARO ANTÔNIO,235,Minas Gerais,PSL,36,6,3,38,0.748583317,0.891566265,0.404711992,0.036651015,0,0,0
MARCIO ALVINO,370,São Paulo,PR,400,30,20,320,0.836657047,0.935064935,0.29097119,-0.835396647,0,0,0
MARCO ANTÔNIO CABRAL,319,Rio de Janeiro,MDB,12,2,0,10,0.708128989,0.916666667,0.535166204,-0.352096528,0,0,0
MARCO ANTÔNIO CABRAL,319,Rio de Janeiro,PMDB,92,4,2,72,0.888949394,0.964705882,0.580266476,-0.814426601,0,0,0
MARCO MAIA,496,Rio Grande do Sul,PT,200,10,13,284,0.854299188,0.954635108,-0.615049243,-0.02466722,0,0,0
MARCO TEBALDI,478,Santa Catarina,PSDB,259,15,14,243,0.831809223,0.945386064,0.831569791,0.539551437,0,0,0
MARCON,507,Rio Grande do Sul,PT,207,33,21,375,0.737173915,0.91509434,-0.573350489,0.174133107,0,0,0
MARCONDES GADELHA,561,Paraíba,PSC,27,2,7,38,0.754612088,0.878378378,0.672139168,-0.137308642,0,0,0
MARCOS ABRÃO,432,Goiás,PPS,322,35,39,326,0.787427008,0.897506925,0.580409527,0.799192905,0,0,0
MARCOS MEDRADO,603,Bahia,PODE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARCOS MEDRADO,603,Bahia,Podemos,17,4,4,13,0.659157097,0.789473684,0.192331716,-0.219249785,0,0,0
MARCOS MEDRADO,603,Bahia,Solidaried,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARCOS MONTES,257,Minas Gerais,PSD,327,27,33,230,0.794819057,0.902755267,0.379339486,-0.422596991,0,0,0
MARCOS REATEGUI,12,Amapá,PSC,66,36,31,62,0.566323459,0.656410256,0.357355356,0.095909826,0,0,0
MARCOS REATEGUI,12,Amapá,PSD,190,25,20,157,0.718616843,0.885204082,0.344919562,-0.122724064,0,0,0
MARCOS ROGÉRIO,49,Rondonia,DEM,173,27,16,179,0.754300654,0.891139241,0.373175085,0.127873614,0,0,0
MARCOS ROGÉRIO,49,Rondonia,PDT,85,46,25,73,0.540292859,0.689956332,0.233336583,0.137754157,0,0,0
MARCOS ROTTA,43,Amazonas,PMDB,235,22,16,172,0.798453748,0.914606742,0.221163481,-0.489764452,0,0,0
MARCOS SOARES,321,Rio de Janeiro,DEM,118,14,15,105,0.772368252,0.884920635,0.409290165,0.242633417,0,0,0
MARCOS SOARES,321,Rio de Janeiro,PR,59,12,9,40,0.673782825,0.825,0.297474235,-0.109616548,0,0,0
MARCUS PESTANA,254,Minas Gerais,PSDB,343,35,32,307,0.807817459,0.906555091,0.775398612,0.495279551,0,0,0
MARCUS VICENTE,281,Espírito Santo,PP,298,37,18,245,0.752904058,0.908026756,0.390978605,-0.198917329,0,0,0
MARGARIDA SALOMÃO,237,Minas Gerais,PT,208,13,10,322,0.84465003,0.95840868,-0.692555845,0.11208339,0,0,0
MARIA DO CARMO ALVES,828,Sergipe,DEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARIA DO ROSÁRIO,508,Rio Grande do Sul,PT,200,20,9,381,0.841685653,0.952459016,-0.622259557,0.091682389,0,0,0
MARIA HELENA,6,Roraima,MDB,25,2,2,29,0.78239435,0.931034483,0.570756137,-0.488286555,0,0,0
MARIA HELENA,6,Roraima,PMDB,24,1,1,14,0.874526322,0.95,0.428922594,-0.005647592,0,0,0
MARIA HELENA,6,Roraima,PSB,242,31,49,198,0.723072588,0.846153846,0.350958467,0.249196604,0,0,0
MARIA HELENA,6,Roraima,S.Part.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARIANA CARVALHO,51,Rondonia,PSDB,250,13,25,235,0.811060905,0.927342256,0.715923607,0.698178649,0,0,0
MARINALDO ROSENDO,152,Pernambuco,PP,25,0,0,26,0.9549945,1,0.706468225,-0.110759266,0,0,0
MARINALDO ROSENDO,152,Pernambuco,PSB,207,22,36,160,0.744513392,0.863529412,0.507720768,0.213340744,0,0,0
MARINHA RAUPP,50,Rondonia,MDB,11,3,1,15,0.807027102,0.866666667,0.250951141,0.109381914,0,0,0
MARINHA RAUPP,50,Rondonia,PMDB,261,37,23,176,0.748359859,0.879275654,0.2580778,-0.463533431,0,0,0
MARQUINHO MENDES,536,Rio de Janeiro,PMDB,170,8,9,117,0.826816916,0.944078947,0.267975658,-0.961283386,0,0,0
MARTA SUPLICY,848,São Paulo,MDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARTA SUPLICY,848,São Paulo,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARTA SUPLICY,848,São Paulo,PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARTA SUPLICY,848,São Paulo,S.Part.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARX BELTRÃO,169,Alagoas,PMDB,159,24,17,90,0.697094083,0.85862069,0.305355072,-0.210822031,0,0,0
MARX BELTRÃO,169,Alagoas,PSD,17,2,1,11,0.694622338,0.903225806,0.188965872,-0.337599874,0,0,0
MAURO BENEVIDES,570,Ceará,PMDB,20,1,1,14,0.821273506,0.944444444,0.261036426,-0.481393486,0,0,0
MAURO LOPES,252,Minas Gerais,MDB,13,2,1,15,0.782309771,0.903225806,0.380993962,0.022756504,0,0,0
MAURO LOPES,252,Minas Gerais,PMDB,270,11,13,162,0.864846945,0.947368421,0.395738691,-0.918363154,0,0,0
MAURO MARIANI,480,Santa Catarina,MDB,14,1,2,15,0.81303823,0.90625,0.566594601,0.171023637,0,0,0
MAURO MARIANI,480,Santa Catarina,PMDB,279,30,15,216,0.819718778,0.916666667,0.326294243,-0.669644177,0,0,0
MAURO PEREIRA,540,Rio Grande do Sul,PMDB,326,40,31,245,0.777611196,0.8894081,0.341712743,-0.430975318,0,0,0
MAURÍCIO QUINTELLA LESSA,168,Alagoas,PR,111,6,3,89,0.855777085,0.956937799,0.19446452,-0.980909586,0,0,0
MAX FILHO,282,Espírito Santo,PSDB,155,24,15,167,0.764861524,0.891966759,0.580029249,0.814595699,0,0,0
MENDONÇA FILHO,154,Pernambuco,DEM,151,25,10,152,0.787988484,0.896449704,0.950178981,0.269200891,0,0,0
MERLONG SOLANO,547,Piauí,PT,13,0,0,24,0.95720464,1,-0.956300557,-0.292385399,0,0,0
MIGUEL CORRÊA,261,Minas Gerais,PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIGUEL HADDAD,377,São Paulo,PSDB,336,29,21,330,0.811619878,0.930167598,0.777076244,0.629406452,0,0,0
MIGUEL LOMBARDI,378,São Paulo,PR,404,38,22,318,0.827320993,0.923273657,0.276586115,-0.750153959,0,0,0
MILTON MONTI,374,São Paulo,PR,318,28,11,247,0.844103992,0.935430464,0.253643721,-0.810071349,0,0,0
MIRO TEIXEIRA,317,Rio de Janeiro,PROS,78,29,31,74,0.526357353,0.716981132,0.259224683,0.946783066,0,0,0
MIRO TEIXEIRA,317,Rio de Janeiro,REDE,132,38,91,333,0.616672277,0.782828283,-0.157814398,0.987468779,0,0,0
MISAEL VARELLA,245,Minas Gerais,DEM,200,41,27,170,0.718697667,0.844748858,0.53745687,-0.194734707,0,0,0
MISAEL VARELLA,245,Minas Gerais,PSD,38,2,1,35,0.883505583,0.960526316,0.547662258,0.049448803,0,0,0
MISSIONÁRIO JOSÉ OLIMPIO,375,São Paulo,DEM,227,10,8,185,0.885515451,0.958139535,0.681954145,-0.245080829,0,0,0
MISSIONÁRIO JOSÉ OLIMPIO,375,São Paulo,PP,111,15,22,98,0.705185652,0.849593496,0.731211603,-0.056275126,0,0,0
MOEMA GRAMACHO,210,Bahia,PT,175,12,6,240,0.860503137,0.958429561,-0.663168252,0.089473665,0,0,0
MOISÉS DINIZ,584,Acre,PCdoB,48,8,7,144,0.811208546,0.927536232,-0.47062093,0.399587214,0,0,0
MORONI TORGAN,105,Ceará,DEM,137,34,30,163,0.692697287,0.824175824,0.505668521,0.862727821,0,0,0
MOSES RODRIGUES,106,Ceará,MDB,21,1,2,18,0.835786879,0.928571429,0.784108341,0.192340791,0,0,0
MOSES RODRIGUES,106,Ceará,PMDB,195,7,14,117,0.832265079,0.936936937,0.499003083,0.06412103,0,0,0
MOSES RODRIGUES,106,Ceará,PPS,107,14,19,121,0.742654741,0.873563218,0.483867168,0.875141442,0,0,0
MÁRCIO BIOLCHI,515,Rio Grande do Sul,MDB,29,2,2,33,0.86152178,0.939393939,0.819739938,0.255732298,0,0,0
MÁRCIO BIOLCHI,515,Rio Grande do Sul,PMDB,28,1,0,18,0.946618378,0.978723404,0.654838681,-0.755768776,0,0,0
MÁRCIO MARINHO,212,Bahia,PRB,314,32,24,235,0.800033629,0.907438017,0.242880702,-0.612709105,0,0,0
MÁRIO HERINGER,239,Minas Gerais,PDT,200,47,46,176,0.66051352,0.801705757,0.174480617,0.140329912,0,0,0
MÁRIO NEGROMONTE JR,208,Bahia,PP,98,14,10,92,0.721238196,0.887850467,0.315601766,-0.380265623,0,0,0
MÁRIO NEGROMONTE JR.,208,Bahia,PP,228,18,24,153,0.775487721,0.90070922,0.18451111,-0.677982748,0,0,0
MÁRIO NEGROMONTE JÚNIOR,208,Bahia,PP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NELSON MARCHEZAN JUNIOR,509,Rio Grande do Sul,PSDB,144,33,16,145,0.669195533,0.855029586,0.719466627,0.694526851,0,0,0
NELSON MARQUEZELLI,381,São Paulo,PTB,335,41,27,266,0.747258604,0.898355755,0.33769533,-0.763145566,0,0,0
NELSON MEURER,458,Paraná,PP,396,17,16,310,0.846504748,0.955345061,0.290228546,-0.916776299,0,0,0
NELSON NAHIM,563,Rio de Janeiro,PSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NELSON PADOVANI,567,Paraná,PSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NELSON PADOVANI,567,Paraná,PSDB,125,14,4,81,0.802159846,0.919642857,0.588988006,0.02854879,0,0,0
NELSON PELLEGRINO,209,Bahia,PT,95,7,8,281,0.841779113,0.961636829,-0.559306502,0.210071236,0,0,0
NEWTON CARDOSO JR,247,Minas Gerais,MDB,14,2,4,15,0.639464855,0.828571429,0.367659807,-0.876603901,0,0,0
NEWTON CARDOSO JR,247,Minas Gerais,PMDB,249,34,24,184,0.732139289,0.881873727,0.259232312,-0.863266408,0,0,0
NILMÁRIO MIRANDA,542,Minas Gerais,PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NILSON LEITÃO,405,Mato Grosso,PSDB,297,24,8,292,0.858146667,0.948470209,0.846932888,0.477519125,0,0,0
NILSON PINTO,31,Pará,PSDB,361,30,15,353,0.846734583,0.940711462,0.805606246,0.418215752,0,0,0
NILTO TATTO,382,São Paulo,PT,260,16,12,452,0.861284137,0.962162162,-0.616961718,0.035018757,0,0,0
NILTON CAPIXABA,47,Rondonia,PTB,346,16,28,245,0.815778136,0.930708661,0.320847392,-0.475373119,0,0,0
NIVALDO ALBUQUERQUE,576,Alagoas,PRP,150,16,13,126,0.761003375,0.904918033,0.339044899,-0.940770209,0,0,0
NIVALDO ALBUQUERQUE,576,Alagoas,PTB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NORMA AYUB,593,Espírito Santo,DEM,131,10,4,120,0.826695263,0.947169811,0.436989665,-0.163380682,0,0,0
ODAIR CUNHA,269,Minas Gerais,PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ODELMO LEÃO,248,Minas Gerais,PP,173,33,28,167,0.743331373,0.847880299,0.816110134,0.169332549,0,0,0
ODORICO MONTEIRO,107,Ceará,PROS,62,15,28,56,0.580213726,0.732919255,-0.10503681,0.087440029,0,0,0
ODORICO MONTEIRO,107,Ceará,PSB,56,3,16,78,0.752097726,0.875816993,-0.046418134,0.091957793,0,0,0
ODORICO MONTEIRO,107,Ceará,PT,130,0,7,101,0.872290015,0.970588235,-0.54820931,-0.339981765,0,0,0
OMAR AZIZ,803,Amazonas,PSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ONYX LORENZONI,510,Rio Grande do Sul,DEM,203,34,28,200,0.732586324,0.866666667,0.601284027,0.761228442,0,0,0
ORLANDO SILVA,386,São Paulo,PCdoB,195,34,39,363,0.75369066,0.884310618,-0.551779151,0.32170257,0,0,0
OSMAR BERTOLDI,531,Paraná,DEM,131,9,11,99,0.842772424,0.92,0.849787295,0.244664833,0,0,0
OSMAR SERRAGLIO,463,Paraná,PMDB,292,26,22,194,0.808493853,0.91011236,0.364366621,-0.616648197,0,0,0
OSMAR SERRAGLIO,463,Paraná,PP,42,3,2,45,0.846215427,0.945652174,0.629395425,-0.117641523,0,0,0
OSMAR TERRA,497,Rio Grande do Sul,MDB,15,3,2,26,0.810067117,0.891304348,0.686423421,0.401190072,0,0,0
OSMAR TERRA,497,Rio Grande do Sul,PMDB,107,28,22,95,0.610278249,0.801587302,0.455881208,-0.14715822,0,0,0
OSVALDO MAFRA,611,Santa Catarina,Solidaried,26,10,8,24,0.583919942,0.735294118,-0.271512181,-0.962435007,0,0,0
OTAVIO LEITE,316,Rio de Janeiro,PSDB,268,19,25,259,0.814748704,0.922942207,0.738305092,0.499283791,0,0,0
OTTO ALENCAR,831,Bahia,PSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PADRE JOÃO,259,Minas Gerais,PT,234,12,8,411,0.863313437,0.969924812,-0.629158616,0.1617544,0,0,0
PAES LANDIM,118,Piauí,PTB,289,15,22,205,0.803301871,0.930320151,0.403039724,-0.915182471,0,0,0
PASTOR BEL,908,Maranhão,PRTB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PASTOR EURICO,155,Pernambuco,PEN,20,4,0,14,0.811981618,0.894736842,0.236950591,0.074519955,0,0,0
PASTOR EURICO,155,Pernambuco,PHS,145,28,30,158,0.667773664,0.83933518,0.123435706,0.190253958,0,0,0
PASTOR EURICO,155,Pernambuco,PSB,100,15,21,105,0.712824762,0.850622407,0.683670282,0.389721662,0,0,0
PASTOR EURICO,155,Pernambuco,Patriota,29,3,2,21,0.748536468,0.909090909,-0.353856176,-0.935299814,0,0,0
PASTOR FRANKLIN,544,Minas Gerais,PMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PASTOR FRANKLIN,544,Minas Gerais,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PASTOR FRANKLIN,544,Minas Gerais,PTdoB,119,20,11,71,0.687794209,0.859728507,0.06699276,-0.426995546,0,0,0
PASTOR LUCIANO BRAGA,569,Bahia,DEM,29,0,3,14,0.83460021,0.934782609,0.344009846,-0.243027836,0,0,0
PASTOR LUCIANO BRAGA,569,Bahia,PMB,31,1,2,18,0.869266331,0.942307692,0.489578813,-0.201722547,0,0,0
PASTOR LUCIANO BRAGA,569,Bahia,PRB,55,7,5,44,0.807087541,0.891891892,0.501712382,-0.162651584,0,0,0
PASTOR VALADARES,921,Rondonia,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PATRUS ANANIAS,249,Minas Gerais,PT,93,5,6,307,0.870139062,0.97323601,-0.593068957,0.417998195,0,0,0
PAUDERNEY AVELINO,40,Amazonas,DEM,308,25,17,302,0.826973319,0.935582822,0.815074384,0.229530975,0,0,0
PAULO ABI-ACKEL,263,Minas Gerais,PSDB,267,20,17,238,0.840701938,0.931734317,0.795847714,0.339836359,0,0,0
PAULO AZI,215,Bahia,DEM,304,32,24,254,0.802420557,0.908794788,0.725038886,-0.020110734,0,0,0
PAULO BAUER,884,Santa Catarina,PSDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAULO FEIJÓ,323,Rio de Janeiro,PR,323,41,29,258,0.781708837,0.892473118,0.331045508,-0.409775347,0,0,0
PAULO FOLETTO,280,Espírito Santo,PSB,238,56,49,248,0.681809247,0.822335025,0.306185156,0.414750814,0,0,0
PAULO FREIRE,380,São Paulo,PR,253,57,24,253,0.747965038,0.862010221,0.384942085,-0.135709867,0,0,0
PAULO HENRIQUE LUSTOSA,560,Ceará,PP,47,1,1,46,0.884616017,0.978947368,0.339561999,-0.847917497,0,0,0
PAULO MAGALHÃES,214,Bahia,PSD,361,39,20,278,0.782872617,0.915472779,0.237153322,-0.652434468,0,0,0
PAULO MALUF,373,São Paulo,PP,121,8,7,89,0.830751002,0.933333333,0.528151095,-0.849150419,0,0,0
PAULO MARTINS,568,Paraná,PSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAULO MARTINS,568,Paraná,PSDB,47,12,4,45,0.802313924,0.851851852,0.817786336,0.575521767,0,0,0
PAULO PAIM,859,Rio Grande do Sul,PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAULO PEREIRA DA SILVA,372,São Paulo,Solidaried,163,21,27,123,0.725333452,0.856287425,0.575159729,0.241053939,0,0,0
PAULO PIMENTA,513,Rio Grande do Sul,PT,167,24,10,331,0.825895786,0.936090226,-0.685435712,0.193082601,0,0,0
PAULO ROCHA,809,Pará,PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAULO TEIXEIRA,376,São Paulo,PT,218,23,11,380,0.852120638,0.946202532,-0.684053659,0.145568788,0,0,0
PAULÃO,170,Alagoas,PT,237,12,8,423,0.86397022,0.970588235,-0.618471146,0.079725973,0,0,0
PEDRO CHAVES,428,Goiás,MDB,27,2,2,35,0.851914465,0.939393939,0.603349805,0.220387995,0,0,0
PEDRO CHAVES,428,Goiás,PMDB,374,22,17,283,0.847931683,0.943965517,0.359968722,-0.932964444,0,0,0
PEDRO CHAVES,933,Mato Grosso do Sul,PRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PEDRO CHAVES,933,Mato Grosso do Sul,PSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PEDRO CUNHA LIMA,135,Paraíba,PSDB,306,39,27,313,0.761038125,0.903649635,0.737239718,0.675631285,0,0,0
PEDRO FERNANDES,80,Maranhão,PTB,372,54,31,298,0.776180923,0.887417219,0.282212585,-0.522184432,0,0,0
PEDRO PAULO,314,Rio de Janeiro,DEM,40,5,2,40,0.798861027,0.91954023,0.566687405,0.133849427,0,0,0
PEDRO PAULO,314,Rio de Janeiro,PMDB,132,4,5,115,0.898605764,0.96484375,0.452110022,-0.89196229,0,0,0
PEDRO UCZAI,481,Santa Catarina,PT,191,20,11,359,0.831168413,0.946643718,-0.66144073,0.353826165,0,0,0
PEDRO VILELA,172,Alagoas,PSDB,320,25,21,316,0.816829801,0.93255132,0.770429432,0.63752526,0,0,0
PENNA,551,São Paulo,PV,40,8,8,30,0.589059412,0.813953488,0.275966525,0.888969958,0,0,0
PEPE VARGAS,503,Rio Grande do Sul,PT,147,18,11,355,0.828991532,0.945386064,-0.588449776,0.233709306,0,0,0
PINTO ITAMARATY,896,Maranhão,PSDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POLLYANA GAMA,587,São Paulo,PPS,82,17,22,93,0.62667048,0.817757009,0.260376543,0.418252915,0,0,0
POMPEO DE MATTOS,516,Rio Grande do Sul,PDT,193,33,64,296,0.698706925,0.83447099,-0.179757774,0.35056448,0,0,0
PR MARCO FELICIANO,379,São Paulo,PSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PR. LUCIANO BRAGA,569,Bahia,PMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PR. LUCIANO BRAGA,569,Bahia,PRB,16,1,1,10,0.802396476,0.928571429,0.242199421,-0.105754785,0,0,0
PR. MARCO FELICIANO,379,São Paulo,PSC,252,42,36,200,0.724642813,0.852830189,0.528900862,0.217627645,0,0,0
PR. MARCO FELICIANO,379,São Paulo,Podemos,54,2,2,41,0.840770006,0.95959596,0.501767814,-0.337927014,0,0,0
PROF. GEDEÃO AMORIM,609,Amazonas,MDB,22,5,5,13,0.633564234,0.777777778,0.075500384,-0.967875957,0,0,0
